tpp_australian_labor_party_percentage, total_formal_votes, tpp_australian_labor_party_votes, state, division_name, polling_place_type_id, tpp_swing, tpp_liberal_national_coalition_percentage, tpp_liberal_national_coalition_votes, longitude, latitude, polling_place_id, division_id, polling_place_name
62.8,1406,883,"NSW","Dobell","1",4.22,37.2,523,151.426,-33.2712,"12074","115","Watanobbi"
49.16,1784,877,"NSW","Dobell","1",4.29,50.84,907,151.484,-33.2408,"46404","115","Woongarrah"
58.61,1394,817,"NSW","Dobell","1",2.76,41.39,577,151.356,-33.409,"2634","115","Wyoming (Dobell)"
45.31,693,314,"NSW","Dobell","1",-0.21,54.69,379,151.3661851,-33.4099167,"46431","115","Wyoming East"
56.33,829,467,"NSW","Dobell","1",0.96,43.67,362,151.362,-33.4002,"2630","115","Wyoming North"
43.27,906,392,"NSW","Dobell","1",10.09,56.73,514,151.412058,-33.27534,"624","115","Wyong"
43.18,220,95,"NSW","Dobell","1",-4.83,56.82,125,151.348,-33.2676,"625","115","Wyong Creek"
54.26,846,459,"NSW","Dobell","1",0.28,45.74,387,151.427,-33.288,"31464","115","Wyong East"
52.21,226,118,"NSW","Dobell","1",-4.26,47.79,108,151.277577,-33.223272,"628","115","Yarramalong"
33.48,221,74,"NSW","Eden-Monaro","1",6.94,66.52,147,148.7738503,-35.9950803,"666","117","Adaminaby"
39.12,501,196,"NSW","Eden-Monaro","1",5.64,60.88,305,148.065613,-35.308119,"1242","117","Adelong"
49.49,99,49,"NSW","Eden-Monaro","1",-4.92,50.51,50,149.8133351,-35.6518827,"668","117","Araluen"
55.56,441,245,"NSW","Eden-Monaro","1",1.1,44.44,196,148.147,-35.5215,"1247","117","Batlow"
54.19,1192,646,"NSW","Eden-Monaro","1",9.22,45.81,546,149.839,-36.6783,"672","117","Bega"
58.65,919,539,"NSW","Eden-Monaro","1",2.32,41.35,380,149.841,-36.6707,"673","117","Bega Central"
54.34,3920,2130,"NSW","Eden-Monaro","5",5.38,45.66,1790,149.8416404,-36.6889097,"33920","117","Bega PPVC"
50.29,342,172,"NSW","Eden-Monaro","1",7.73,49.71,170,149.5678036,-36.6266215,"675","117","Bemboka"
58.97,1143,674,"NSW","Eden-Monaro","1",-2.82,41.03,469,150.076031,-36.428896,"676","117","Bermagui"
36.85,502,185,"NSW","Eden-Monaro","1",8.66,63.15,317,148.82908,-36.37226,"677","117","Berridale"
37.6,250,94,"NSW","Eden-Monaro","1",7.89,62.4,156,148.6251819,-34.6698703,"1250","117","Binalong"
44.44,9,4,"NSW","Eden-Monaro","5",-24.44,55.56,5,149.2320236,-35.3522756,"65642","117","BLV Eden Monaro PPVC"
55.1,412,227,"NSW","Eden-Monaro","1",1.16,44.9,185,150.053,-36.0976,"680","117","Bodalla"
38.7,832,322,"NSW","Eden-Monaro","1",11.71,61.3,510,149.232,-36.9168,"681","117","Bombala"
39.1,156,61,"NSW","Eden-Monaro","1",1.38,60.9,95,148.819,-34.7674,"1255","117","Bowning"
55.9,1254,701,"NSW","Eden-Monaro","1",-1.73,44.1,553,149.798,-35.4413,"682","117","Braidwood"
46.12,232,107,"NSW","Eden-Monaro","1",-0.37,53.88,125,149.1481667,-35.9539528,"683","117","Bredbo"
54.8,177,97,"NSW","Eden-Monaro","1",3.31,45.2,80,149.8233891,-36.573957,"684","117","Brogo"
51.15,2123,1086,"NSW","Eden-Monaro","1",1.24,48.85,1037,149.445,-35.2552,"685","117","Bungendore"
50.4,496,250,"NSW","Eden-Monaro","1",1.99,49.6,246,149.4417545,-35.2516064,"83842","117","Bungendore North"
58.52,528,309,"NSW","Eden-Monaro","1",4.24,41.48,219,149.696075,-36.766319,"687","117","Candelo"
64.64,280,181,"NSW","Eden-Monaro","1",-2.69,35.36,99,149.44533,-35.59185,"688","117","Captains Flat"
71.61,236,169,"NSW","Eden-Monaro","1",-6.3,28.39,67,150.076,-36.3126,"690","117","Central Tilba"
60.25,634,382,"NSW","Eden-Monaro","1",-0.89,39.75,252,149.8891246,-36.3890048,"691","117","Cobargo"
44.19,955,422,"NSW","Eden-Monaro","1",5.65,55.81,533,149.125,-36.2375,"692","117","Cooma"
50.7,645,327,"NSW","Eden-Monaro","1",3.1,49.3,318,149.1312397,-36.2182844,"694","117","Cooma North"
42.7,4297,1835,"NSW","Eden-Monaro","5",4.04,57.3,2462,149.1249407,-36.236464,"33921","117","Cooma PPVC"
35.43,127,45,"NSW","Eden-Monaro","1",-0.23,64.57,82,148.837,-36.5028,"696","117","Dalgety"
53.45,595,318,"NSW","Eden-Monaro","1",0.36,46.55,277,150.12,-36.1618,"697","117","Dalmeny"
40.0,205,82,"NSW","Eden-Monaro","1",7.06,60.0,123,148.938,-37.0415,"698","117","Delegate"
64.29,42,27,"NSW","Eden-Monaro","5",35.71,35.71,15,149.129899,-35.270926,"30108","117","Divisional Office (PREPOLL)"
43.41,1601,695,"NSW","Eden-Monaro","1",5.28,56.59,906,149.907,-37.0561,"699","117","Eden"
47.91,1697,813,"NSW","Eden-Monaro","1",2.37,52.09,884,149.2338288,-35.4229095,"82536","117","Googong"
59.02,615,363,"NSW","Eden-Monaro","1",-7.89,40.98,252,149.271,-35.0301,"933","117","Gundaroo"
49.36,3590,1772,"NSW","Eden-Monaro","1",-2.03,50.64,1818,149.199,-35.3864,"31436","117","Jerrabomberra"
48.09,915,440,"NSW","Eden-Monaro","1",-1.63,51.91,475,148.6236223,-36.4151245,"701","117","Jindabyne"
41.22,1446,596,"NSW","Eden-Monaro","5",-1.56,58.78,850,148.6134518,-36.4326256,"33922","117","Jindabyne PPVC"
22.22,27,6,"NSW","Eden-Monaro","1",0.86,77.78,21,147.697,-35.9257,"799","117","Jingellic"
35.48,186,66,"NSW","Eden-Monaro","1",10.76,64.52,120,148.1296333,-36.2179037,"800","117","Khancoban"
65.79,152,100,"NSW","Eden-Monaro","1",0.88,34.21,52,149.742,-35.569,"702","117","Majors Creek"
52.68,1325,698,"NSW","Eden-Monaro","1",-1.16,47.32,627,149.917,-36.887,"703","117","Merimbula"
49.35,154,76,"NSW","Eden-Monaro","1",1.86,50.65,78,149.906,-36.8925,"679","117","Merimbula Central"
44.07,3370,1485,"NSW","Eden-Monaro","5",2.18,55.93,1885,149.9085506,-36.8920162,"33923","117","Merimbula PPVC"
44.79,355,159,"NSW","Eden-Monaro","1",-0.18,55.21,196,149.161,-35.7056,"704","117","Michelago"
51.31,1524,782,"NSW","Eden-Monaro","1",-1.48,48.69,742,149.03126,-34.9694,"1301","117","Murrumbateman"
52.61,825,434,"NSW","Hunter","5",8.72,47.39,391,151.6966374,-32.9645896,"65194","126","Charlestown HUNTER PPVC"
53.17,1089,579,"NSW","Eden-Monaro","1",3.53,46.83,510,150.1291792,-36.2162367,"710","117","Narooma"
49.76,3071,1528,"NSW","Eden-Monaro","5",1.33,50.24,1543,150.1308741,-36.2167801,"33924","117","Narooma PPVC"
35.33,150,53,"NSW","Eden-Monaro","1",8.75,64.67,97,149.289,-36.5107,"712","117","Nimmitabel"
53.64,1305,700,"NSW","Eden-Monaro","1",-1.19,46.36,605,149.8720612,-36.9264058,"714","117","Pambula"
47.62,21,10,"NSW","Eden-Monaro","1",6.43,52.38,11,148.447,-36.3895,"32991","117","Perisher Valley"
59.76,328,196,"NSW","Eden-Monaro","1",7.5,40.24,132,149.871,-36.4642,"716","117","Quaama"
60.21,1621,976,"NSW","Eden-Monaro","1",4.69,39.79,645,149.2355025,-35.3571625,"717","117","Queanbeyan"
60.79,931,566,"NSW","Eden-Monaro","1",-0.72,39.21,365,149.235256,-35.353979,"718","117","Queanbeyan Central"
57.91,1796,1040,"NSW","Eden-Monaro","1",-2.79,42.09,756,149.246,-35.3445,"719","117","Queanbeyan East"
63.14,993,627,"NSW","Eden-Monaro","1",-1.73,36.86,366,149.222,-35.3527,"720","117","Queanbeyan Heights"
60.04,996,598,"NSW","Eden-Monaro","1",3.58,39.96,398,149.23094,-35.35234,"722","117","Queanbeyan North"
52.78,11980,6323,"NSW","Eden-Monaro","5",2.76,47.22,5657,149.2342423,-35.3526312,"33925","117","Queanbeyan PPVC"
60.96,1537,937,"NSW","Eden-Monaro","1",4.86,39.04,600,149.229151,-35.3655795,"723","117","Queanbeyan South"
61.94,1361,843,"NSW","Eden-Monaro","1",-0.32,38.06,518,149.215,-35.3478,"724","117","Queanbeyan West"
33.33,156,52,"NSW","Eden-Monaro","1",9.91,66.67,104,147.862,-35.6705,"829","117","Rosewood"
46.15,13,6,"NSW","Eden-Monaro","2",3.85,53.85,7,148.214581,-35.3001774,"82595","117","Special Hospital Team 6"
45.27,899,407,"NSW","Eden-Monaro","1",-3.02,54.73,492,149.254,-35.1648,"32915","117","Sutton"
90.0,10,9,"NSW","Eden-Monaro","1",-33.48,10.0,1,151.2064528,-33.8730501,"14051","117","Sydney (Eden-Monaro)"
48.51,101,49,"NSW","Eden-Monaro","1",1.94,51.49,52,148.301,-35.5803,"1316","117","Talbingo"
83.08,130,108,"NSW","Eden-Monaro","1",-3.74,16.92,22,149.975,-36.6408,"727","117","Tanja"
60.49,1020,617,"NSW","Eden-Monaro","1",5.52,39.51,403,149.9787608,-36.7335957,"728","117","Tathra"
39.8,98,39,"NSW","Eden-Monaro","1",-1.87,60.2,59,148.301,-36.5063,"31083","117","Thredbo"
15.38,65,10,"NSW","Eden-Monaro","1",-6.17,84.62,55,148.058,-35.9648,"841","117","Tooma"
59.09,176,104,"NSW","Eden-Monaro","1",12.76,40.91,72,149.695,-37.0848,"730","117","Towamba"
50.7,1069,542,"NSW","Eden-Monaro","1",12.93,49.3,527,148.017,-35.7847,"842","117","Tumbarumba"
48.1,894,430,"NSW","Eden-Monaro","1",1.9,51.9,464,148.2109308,-35.3069305,"1324","117","Tumut"
55.03,616,339,"NSW","Eden-Monaro","1",3.24,44.97,277,148.219,-35.3126,"11950","117","Tumut East"
46.95,3670,1723,"NSW","Eden-Monaro","5",1.84,53.05,1947,148.2211508,-35.3025921,"65490","117","Tumut PPVC"
45.23,1320,597,"NSW","Eden-Monaro","1",0.84,54.77,723,149.925,-36.85,"31665","117","Tura Beach"
54.2,786,426,"NSW","Eden-Monaro","1",-1.51,45.8,360,149.306,-35.252,"733","117","Wamboin"
45.1,51,23,"NSW","Eden-Monaro","1",0.51,54.9,28,148.6732364,-35.1106585,"1336","117","Wee Jasper"
54.47,481,262,"NSW","Eden-Monaro","1",2.25,45.53,219,149.81,-36.834,"734","117","Wolumla"
69.36,297,206,"NSW","Eden-Monaro","1",2.3,30.64,91,149.646,-36.9292,"735","117","Wyndham"
55.18,1495,825,"NSW","Eden-Monaro","1",-2.73,44.82,670,148.912,-34.8426,"1338","117","Yass"
51.83,573,297,"NSW","Eden-Monaro","1",5.9,48.17,276,148.912,-34.8342,"11951","117","Yass North"
45.8,3360,1539,"NSW","Eden-Monaro","5",2.79,54.2,1821,148.9117192,-34.8396998,"46471","117","Yass PPVC"
43.0,1851,796,"NSW","Farrer","1",-4.25,57.0,1055,146.9188145,-36.0830081,"746","118","Albury"
40.39,1139,460,"NSW","Farrer","1",-2.55,59.61,679,146.9167639,-36.0732767,"748","118","Albury Central"
38.38,714,274,"NSW","Farrer","1",-3.23,61.62,440,146.9383558,-36.0711246,"747","118","Albury East"
31.91,13273,4236,"NSW","Farrer","5",-2.29,68.09,9037,146.9233189,-36.0798003,"34273","118","Albury FARRER PPVC"
41.2,1556,641,"NSW","Farrer","1",0.21,58.8,915,146.932,-36.0641,"751","118","Albury North"
36.8,1057,389,"NSW","Farrer","1",-5.16,63.2,668,146.895,-36.0783,"752","118","Albury West"
20.94,573,120,"NSW","Farrer","1",2.66,79.06,453,143.5635986,-34.6361947,"755","118","Balranald"
20.25,316,64,"NSW","Farrer","1",5.23,79.75,252,146.572,-34.2878,"2482","118","Barellan"
23.45,759,178,"NSW","Farrer","1",-1.34,76.55,581,144.1272305,-35.6301297,"756","118","Barham"
32.83,789,259,"NSW","Farrer","1",-6.5,67.17,530,145.6952916,-35.9129125,"757","118","Barooga"
21.41,383,82,"NSW","Farrer","1",2.67,78.59,301,146.101,-34.253,"2484","118","Beelbangera"
25.88,684,177,"NSW","Farrer","1",-8.34,74.12,507,145.815,-35.6594,"758","118","Berrigan"
10.9,156,17,"NSW","Farrer","1",-1.12,89.1,139,145.348,-35.5887,"759","118","Blighty"
41.18,17,7,"NSW","Farrer","5",-19.75,58.82,10,146.9169595,-36.0785986,"65446","118","BLV Farrer PPVC"
11.36,88,10,"NSW","Farrer","1",-3.75,88.64,78,144.595,-35.7838,"763","118","Bunnaloo"
26.44,866,229,"NSW","Farrer","1",-3.58,73.56,637,142.1997512,-34.1723164,"764","118","Buronga"
21.36,206,44,"NSW","Farrer","1",-1.27,78.64,162,146.8000595,-35.8378087,"765","118","Burrumbuttock"
24.53,53,13,"NSW","Farrer","1",-7.62,75.47,40,145.433,-34.4084,"2496","118","Carrathool"
14.52,544,79,"NSW","Farrer","1",-0.02,85.48,465,145.884,-34.8052,"2498","118","Coleambally"
33.14,1032,342,"NSW","Farrer","1",-4.21,66.86,690,146.3937684,-35.9924764,"773","118","Corowa"
31.72,145,46,"NSW","Farrer","1",-1.24,68.28,99,146.3809,-35.99418,"774","118","Corowa Central"
27.76,2122,589,"NSW","Farrer","5",1.31,72.24,1533,146.3911984,-35.9947946,"83620","118","Corowa PPVC"
27.39,482,132,"NSW","Farrer","1",0.93,72.61,350,146.376,-36.0212,"775","118","Corowa South"
26.89,409,110,"NSW","Farrer","1",-6.13,73.11,299,142.041,-34.0915,"778","118","Dareton"
33.86,567,192,"NSW","Farrer","1",5.46,66.14,375,145.998993,-34.568451,"2501","118","Darlington Point"
29.39,912,268,"NSW","Farrer","1",-4.0,70.61,644,144.961,-35.5359,"780","118","Deniliquin"
25.68,366,94,"NSW","Farrer","1",-5.07,74.32,272,144.983,-35.5258,"782","118","Deniliquin North"
27.84,3229,899,"NSW","Farrer","5",72.16,72.16,2330,144.9636747,-35.5303518,"33879","118","Deniliquin PPVC"
35.64,463,165,"NSW","Farrer","1",-8.11,64.36,298,144.952,-35.5246,"784","118","Deniliquin West"
0.0,0,0,"NSW","Farrer","5",-50.0,0.0,0,146.917022,-36.078464,"30109","118","Divisional Office (PREPOLL)"
22.12,2165,479,"NSW","Farrer","5",-0.75,77.88,1686,144.7482858,-36.1278663,"65218","118","Echuca FARRER PPVC"
20.87,254,53,"NSW","Farrer","1",-4.41,79.13,201,142.7454238,-34.5754486,"785","118","Euston"
21.02,1180,248,"NSW","Farrer","1",-2.53,78.98,932,145.573,-35.6402,"786","118","Finley"
23.43,286,67,"NSW","Farrer","1",-2.59,76.57,219,146.9923219,-35.8368001,"788","118","Gerogery"
38.6,1930,745,"NSW","Farrer","1",-3.98,61.4,1185,146.917,-36.0556,"789","118","Glenroy"
24.11,253,61,"NSW","Farrer","1",9.22,75.89,192,145.709,-33.9769,"2506","118","Goolgowi"
30.95,1467,454,"NSW","Farrer","1",3.99,69.05,1013,146.041,-34.2864,"2508","118","Griffith"
32.3,226,73,"NSW","Farrer","5",40.16,67.7,153,146.0491823,-34.2931498,"58769","118","Griffith Central PPVC"
29.53,1290,381,"NSW","Farrer","1",1.29,70.47,909,146.07,-34.282,"2502","118","Griffith Driver"
27.44,1166,320,"NSW","Farrer","1",2.23,72.56,846,146.048,-34.2803,"2511","118","Griffith North"
26.57,5419,1440,"NSW","Farrer","5",2.78,73.43,3979,146.0413659,-34.286557,"33855","118","Griffith PPVC"
36.05,785,283,"NSW","Farrer","1",8.5,63.95,502,146.041,-34.2916,"2512","118","Griffith West"
21.73,635,138,"NSW","Farrer","1",5.45,78.27,497,146.042,-34.33,"2514","118","Hanwood"
30.01,1243,373,"NSW","Farrer","1",-2.39,69.99,870,144.8405964,-34.5057208,"2516","118","Hay"
26.35,592,156,"NSW","Farrer","1",-2.54,73.65,436,147.031178,-35.516552,"792","118","Henty"
21.68,595,129,"NSW","Farrer","1",12.72,78.32,466,145.54,-33.4798,"2520","118","Hillston"
25.2,1012,255,"NSW","Farrer","1",-4.11,74.8,757,147.3198368,-35.7174826,"793","118","Holbrook"
29.08,1262,367,"NSW","Farrer","1",0.29,70.92,895,146.636,-35.9806,"794","118","Howlong"
38.45,1113,428,"NSW","Farrer","1",2.02,61.55,685,146.9474613,-36.049829,"795","118","Hume"
26.1,498,130,"NSW","Farrer","1",-3.48,73.9,368,145.7287906,-35.3545973,"797","118","Jerilderie"
25.05,978,245,"NSW","Farrer","1",3.75,74.95,733,146.8867958,-35.9588466,"798","118","Jindera"
20.26,153,31,"NSW","Farrer","1",2.63,79.74,122,143.418,-35.1564,"801","118","Koraleigh"
18.56,361,67,"NSW","Farrer","1",8.26,81.44,294,146.033,-34.2482,"2526","118","Lake Wyangan"
37.01,1956,724,"NSW","Farrer","1",1.43,62.99,1232,146.936,-36.0291,"805","118","Lavington"
42.97,1408,605,"NSW","Farrer","1",-4.5,57.03,803,146.9478591,-36.0400161,"806","118","Lavington East"
30.84,1135,350,"NSW","Farrer","1",3.79,69.16,785,146.4042971,-34.5536887,"2527","118","Leeton"
32.59,629,205,"NSW","Farrer","1",0.89,67.41,424,146.40608,-34.54722,"2528","118","Leeton North"
39.37,541,213,"NSW","Farrer","1",-0.65,60.63,328,146.397,-34.5624,"2542","118","Leeton Parkview"
27.0,1622,438,"NSW","Farrer","5",6.52,73.0,1184,146.406185,-34.5505531,"83619","118","Leeton PPVC"
30.79,812,250,"NSW","Farrer","1",-4.33,69.21,562,146.413,-34.5632,"2507","118","Leeton South"
37.19,398,148,"NSW","Farrer","1",-4.55,62.81,250,144.898,-35.8134,"812","118","Mathoura"
21.03,794,167,"NSW","Farrer","5",-4.1,78.97,627,142.1642546,-34.1861175,"65225","118","Mildura FARRER PPVC"
26.03,1306,340,"NSW","Farrer","1",-2.37,73.97,966,144.7623497,-36.114623,"815","118","Moama"
24.6,248,61,"NSW","Farrer","1",-1.0,75.4,187,144.0335065,-35.089171,"818","118","Moulamein"
28.5,856,244,"NSW","Farrer","1",-1.09,71.5,612,146.0063004,-35.9880064,"820","118","Mulwala"
15.52,174,27,"NSW","Farrer","1",-1.56,84.48,147,143.5993074,-35.3453611,"821","118","Murray Downs"
30.76,621,191,"NSW","Farrer","1",5.36,69.24,430,146.555,-34.7494,"2536","118","Narrandera"
33.39,593,198,"NSW","Farrer","1",7.76,66.61,395,146.566,-34.7435,"2537","118","Narrandera East"
32.72,1577,516,"NSW","Farrer","5",-3.37,67.28,1061,146.551518,-34.7464294,"33858","118","Narrandera PPVC"
22.22,180,40,"NSW","Farrer","1",-3.08,77.78,140,146.1698198,-35.5526167,"822","118","Oaklands"
20.25,79,16,"NSW","Farrer","1",5.56,79.75,63,146.262,-33.8418,"2545","118","Rankins Springs"
43.13,735,317,"NSW","Farrer","1",-5.54,56.87,418,146.95,-36.0319,"83567","118","Springdale Heights"
37.5,8,3,"NSW","Farrer","1",9.14,62.5,5,151.2064528,-33.8730501,"14055","118","Sydney (Farrer)"
24.32,514,125,"NSW","Farrer","1",-4.38,75.68,389,147.0069981,-35.967892,"835","118","Table Top"
15.48,84,13,"NSW","Farrer","1",15.89,84.52,71,145.9842136,-34.2605645,"2481","118","Tharbogang"
37.09,1812,672,"NSW","Farrer","1",-3.78,62.91,1140,146.983,-36.047,"838","118","Thurgoona"
36.47,987,360,"NSW","Farrer","1",-3.05,63.53,627,146.9915607,-36.0493232,"83569","118","Thurgoona East"
25.77,1102,284,"NSW","Farrer","1",-6.51,74.23,818,145.568,-35.8143,"839","118","Tocumwal"
25.47,161,41,"NSW","Farrer","1",-1.23,74.53,120,143.338,-35.0269,"840","118","Tooleybuc"
31.66,199,63,"NSW","Farrer","1",7.31,68.34,136,146.267,-35.3279,"843","118","Urana"
28.02,182,51,"NSW","Farrer","1",-3.28,71.98,131,144.393,-35.4669,"845","118","Wakool"
13.26,181,24,"NSW","Farrer","1",-3.84,86.74,157,146.7262383,-35.6875394,"846","118","Walbundrie"
17.68,362,64,"NSW","Farrer","1",5.58,82.32,298,146.902,-35.7591,"847","118","Walla Walla"
22.16,194,43,"NSW","Farrer","1",10.87,77.84,151,146.331,-34.5259,"2554","118","Wamoon"
29.44,710,209,"NSW","Farrer","1",-2.39,70.56,501,141.919,-34.103,"849","118","Wentworth"
34.19,272,93,"NSW","Farrer","1",-0.38,65.81,179,146.181,-34.5193,"2558","118","Whitton"
35.34,382,135,"NSW","Farrer","1",-0.6,64.66,247,146.4115042,-34.5983611,"2565","118","Yanco"
22.28,597,133,"NSW","Farrer","1",2.7,77.72,464,146.1978579,-34.252889,"2566","118","Yenda"
18.23,609,111,"NSW","Farrer","1",3.12,81.77,498,146.086,-34.2999,"2567","118","Yoogali"
36.35,1733,630,"NSW","Fowler","1",6.55,63.65,1103,150.8695253,-33.8692425,"31643","119","Abbotsbury"
72.73,11,8,"NSW","Fowler","5",-27.28,27.27,3,151.0063857,-33.8149731,"65542","119","BLV Fowler PPVC"
78.48,618,485,"NSW","Fowler","1",1.42,21.52,133,150.888,-33.8884,"865","119","Bonnyrigg (Fowler)"
72.85,453,330,"NSW","Fowler","1",-2.19,27.15,123,150.8918914,-33.8946581,"11990","119","Bonnyrigg Central (Fowler)"
45.65,2048,935,"NSW","Fowler","1",7.59,54.35,1113,150.883,-33.8594,"2330","119","Bossley Park"
61.77,1381,853,"NSW","Fowler","1",3.79,38.23,528,150.89,-33.867,"2351","119","Bossley Park East"
50.36,1382,696,"NSW","Fowler","1",7.79,49.64,686,150.874,-33.871,"8880","119","Bossley Park South"
80.46,1909,1536,"NSW","Fowler","1",2.83,19.54,373,150.9392877,-33.8921185,"868","119","Cabramatta"
73.66,1553,1144,"NSW","Fowler","1",4.03,26.34,409,150.942,-33.8954,"163","119","Cabramatta East"
79.0,1238,978,"NSW","Fowler","1",-1.78,21.0,260,150.929,-33.8989,"869","119","Cabramatta South"
78.69,1342,1056,"NSW","Fowler","1",-0.62,21.31,286,150.9229637,-33.8967685,"870","119","Cabramatta West"
74.27,2188,1625,"NSW","Fowler","1",1.25,25.73,563,150.908,-33.8897,"876","119","Cabramatta West Central"
77.02,1658,1277,"NSW","Fowler","1",1.42,22.98,381,150.923,-33.884,"2331","119","Canley Heights"
76.04,1711,1301,"NSW","Fowler","1",5.15,23.96,410,150.937,-33.8866,"2332","119","Canley Vale"
42.3,2196,929,"NSW","Fowler","1",3.2,57.7,1267,150.9598224,-33.9120311,"872","119","Chipping Norton"
0.0,0,0,"NSW","Fowler","5",-25.81,0.0,0,151.0063881,-33.8149755,"30110","119","Divisional Office (PREPOLL)"
51.74,2236,1157,"NSW","Fowler","1",4.71,48.26,1079,150.8757845,-33.8824409,"11993","119","Edensor Park"
53.65,1741,934,"NSW","Fowler","1",9.12,46.35,807,150.879,-33.8745,"873","119","Edensor Park North"
73.32,12134,8897,"NSW","Fowler","5",0.12,26.68,3237,150.9543674,-33.8707654,"58661","119","Fairfield FOWLER PPVC"
67.82,578,392,"NSW","Fowler","1",-0.18,32.18,186,150.92455,-33.86856,"80591","119","Fairfield West (Fowler)"
62.6,1826,1143,"NSW","Fowler","1",4.32,37.4,683,150.891,-33.8735,"874","119","Greenfield Park"
54.82,1069,586,"NSW","Fowler","5",8.68,45.18,483,150.8679573,-33.9183975,"65206","119","Hinchinbrook FOWLER PPVC"
75.72,1520,1151,"NSW","Fowler","1",1.69,24.28,369,150.953,-33.8915,"2348","119","Lansvale"
64.96,1033,671,"NSW","Fowler","1",3.34,35.04,362,150.964,-33.8982,"173","119","Lansvale East"
68.71,1579,1085,"NSW","Fowler","1",3.62,31.29,494,150.926,-33.9238,"879","119","Liverpool"
65.7,1350,887,"NSW","Fowler","1",3.33,34.3,463,150.9143894,-33.9171119,"884","119","Liverpool Central"
65.12,6387,4159,"NSW","Fowler","5",3.92,34.88,2228,150.9215031,-33.922373,"58778","119","Liverpool FOWLER PPVC"
69.18,808,559,"NSW","Fowler","1",6.27,30.82,249,150.924,-33.9265,"31750","119","Liverpool South"
62.69,1415,887,"NSW","Fowler","1",3.9,37.31,528,150.907,-33.9271,"882","119","Liverpool West (Fowler)"
