tpp_australian_labor_party_percentage, total_formal_votes, tpp_australian_labor_party_votes, state, division_name, polling_place_type_id, tpp_swing, tpp_liberal_national_coalition_percentage, tpp_liberal_national_coalition_votes, longitude, latitude, polling_place_id, division_id, polling_place_name
59.21,706,418,"ACT","Bean","5",0.93,40.79,288,149.069655,-35.2389303,"93925","318","Belconnen BEAN PPVC"
84.62,13,11,"ACT","Bean","5",-34.62,15.38,2,149.1268694,-35.2773337,"93927","318","BLV Bean PPVC"
62.11,1330,826,"ACT","Bean","1",0.62,37.89,504,149.083,-35.4318,"11877","318","Bonython"
57.9,1886,1092,"ACT","Bean","1",1.99,42.1,794,149.1176,-35.44067,"11452","318","Calwell"
63.6,2209,1405,"ACT","Bean","1",-4.49,36.4,804,149.042,-35.3564,"8761","318","Chapman"
56.35,1432,807,"ACT","Bean","1",4.05,43.65,625,149.1225386,-35.4195217,"8763","318","Chisholm"
71.74,92,66,"ACT","Bean","1",-6.05,28.26,26,149.1290814,-35.2767018,"93916","318","City (Bean)"
63.15,2410,1522,"ACT","Bean","5",-7.4,36.85,888,149.1308614,-35.2805169,"93922","318","City BEAN PPVC"
55.2,2056,1135,"ACT","Bean","1",6.12,44.8,921,149.098,-35.4649,"31298","318","Conder"
53.95,936,505,"ACT","Bean","1",6.98,46.05,431,149.0947893,-35.4597283,"83835","318","Conder North"
64.32,2099,1350,"ACT","Bean","1",-3.64,35.68,749,149.0428484,-35.3226028,"82523","318","Coombs"
62.61,230,144,"ACT","Bean","1",1.11,37.39,86,149.0803543,-35.3314386,"93906","318","Curtin (Bean)"
55.41,74,41,"ACT","Bean","5",44.59,44.59,33,149.1268694,-35.2773337,"93932","318","Divisional Office (PREPOLL)"
71.24,1714,1221,"ACT","Bean","1",-6.14,28.76,493,149.032,-35.3347,"8767","318","Duffy"
54.82,1680,921,"ACT","Bean","1",-2.69,45.18,759,149.118,-35.4044,"8768","318","Fadden"
58.83,2174,1279,"ACT","Bean","1",-3.6,41.17,895,149.107,-35.379,"8769","318","Farrer"
59.49,469,279,"ACT","Bean","1",-2.87,40.51,190,149.1029475,-35.3446687,"93913","318","Garran (Bean)"
55.48,1552,861,"ACT","Bean","1",2.18,44.52,691,149.133,-35.4147,"8771","318","Gilmore"
57.3,2501,1433,"ACT","Bean","1",2.99,42.7,1068,149.087,-35.4555,"12072","318","Gordon"
48.31,532,257,"ACT","Bean","1",12.59,51.69,275,149.0901681,-35.4397627,"83837","318","Gordon North"
56.92,1502,855,"ACT","Bean","1",2.22,43.08,647,149.111,-35.4136,"8772","318","Gowrie"
56.77,1293,734,"ACT","Bean","1",6.09,43.23,559,149.0682594,-35.4137385,"97445","318","Greenway"
48.4,343,166,"ACT","Bean","5",7.29,51.6,177,149.1451731,-35.2193236,"93929","318","Gungahlin BEAN PPVC"
59.59,1653,985,"ACT","Bean","1",-1.47,40.41,668,149.05,-35.3348,"8773","318","Holder"
56.81,213,121,"ACT","Bean","1",3.0,43.19,92,149.0910366,-35.332175,"93908","318","Hughes (Bean)"
41.98,1944,816,"NSW","Banks","1",-2.33,58.02,1128,151.081,-33.9847,"58","103","Oatley"
57.79,1732,1001,"ACT","Bean","1",5.34,42.21,731,149.089,-35.4287,"8884","318","Isabella Plains"
61.84,1423,880,"ACT","Bean","1",1.09,38.16,543,149.065,-35.3784,"8776","318","Kambah North"
65.3,1847,1206,"ACT","Bean","1",0.25,34.7,641,149.067537,-35.3924756,"8777","318","Kambah South"
60.17,2212,1331,"ACT","Bean","1",0.95,39.83,881,149.053,-35.3806,"8778","318","Kambah West"
66.03,365,241,"ACT","Bean","1",-2.79,33.97,124,149.076,-35.342,"93909","318","Lyons (Bean)"
61.14,1804,1103,"ACT","Bean","1",0.22,38.86,701,149.097,-35.3585,"8780","318","Mawson"
56.24,1842,1036,"ACT","Bean","1",1.97,43.76,806,149.089,-35.4151,"8781","318","Monash"
76.01,542,412,"ACT","Bean","1",-11.23,23.99,130,149.1299644,-35.3019611,"93928","318","Parkes (Bean)"
63.08,948,598,"ACT","Bean","5",36.92,36.92,350,149.1299644,-35.3019611,"97479","318","Parkes BEAN PPVC"
61.76,2113,1305,"ACT","Bean","1",-1.77,38.24,808,149.089,-35.3637,"8784","318","Pearce"
56.1,1205,676,"ACT","Bean","1",7.72,43.9,529,149.114,-35.4287,"8786","318","Richardson"
50.89,112,57,"ACT","Bean","1",-3.16,49.11,55,149.068,-35.5088,"8788","318","Tharwa"
55.85,1436,802,"ACT","Bean","1",5.73,44.15,634,149.124,-35.4477,"11878","318","Theodore"
51.54,16922,8722,"ACT","Bean","5",4.18,48.46,8200,149.0678568,-35.4153694,"32704","318","Tuggeranong BEAN PPVC"
58.28,1577,919,"ACT","Bean","1",3.09,41.72,658,149.086,-35.3947,"8790","318","Wanniassa"
63.08,1709,1078,"ACT","Bean","1",-1.37,36.92,631,149.096,-35.392,"8791","318","Wanniassa Hills"
66.68,1873,1249,"ACT","Bean","1",-4.89,33.32,624,149.06,-35.355,"8792","318","Waramanga"
65.67,600,394,"ACT","Bean","1",-4.39,34.33,206,149.0538306,-35.3548805,"83841","318","Waramanga West"
62.34,1301,811,"ACT","Bean","1",0.95,37.66,490,149.054,-35.3412,"8793","318","Weston"
55.5,10393,5768,"ACT","Bean","5",-0.63,44.5,4625,149.0863288,-35.3442899,"32705","318","Woden BEAN PPVC"
82.69,1912,1581,"ACT","Canberra","1",-5.86,17.31,331,149.147,-35.2543,"8801","101","Ainslie North"
77.78,1827,1421,"ACT","Canberra","1",-6.0,22.22,406,149.08,-35.256,"8803","101","Aranda (Canberra)"
67.48,2045,1380,"ACT","Canberra","1",-11.88,32.52,665,149.135,-35.3151,"8829","101","Barton"
67.67,467,316,"ACT","Canberra","1",0.65,32.33,151,149.074,-35.2391,"93968","101","Belconnen (Canberra)"
61.1,6331,3868,"ACT","Canberra","5",0.57,38.9,2463,149.070109,-35.2389038,"64583","101","Belconnen CANBERRA PPVC"
55.0,20,11,"ACT","Canberra","5",11.67,45.0,9,149.1263791,-35.2790544,"65504","101","BLV Canberra PPVC"
78.59,2265,1780,"ACT","Canberra","1",-7.92,21.41,485,149.14001,-35.27363,"8802","101","Braddon"
67.68,1117,756,"ACT","Canberra","1",0.52,32.32,361,149.0884075,-35.2442802,"83849","101","Bruce (Canberra)"
57.78,2158,1247,"ACT","Canberra","1",-4.21,42.22,911,149.156,-35.2903,"8806","101","Campbell"
75.48,1411,1065,"ACT","Canberra","1",-8.13,24.52,346,149.1290814,-35.2767018,"8808","101","City (Canberra)"
68.4,8999,6155,"ACT","Canberra","5",-7.3,31.6,2844,149.1308614,-35.2805169,"58708","101","City CANBERRA PPVC"
68.61,1985,1362,"ACT","Canberra","1",-4.97,31.39,623,149.0803543,-35.3314386,"8764","101","Curtin (Canberra)"
45.24,1134,513,"ACT","Canberra","1",-4.7,54.76,621,149.111,-35.3125,"8766","101","Deakin"
72.17,945,682,"ACT","Canberra","1",-2.12,27.83,263,149.139,-35.2535,"8809","101","Dickson"
79.31,870,690,"ACT","Canberra","1",-4.33,20.69,180,149.1541276,-35.2487237,"83852","101","Dickson East"
70.32,310,218,"ACT","Canberra","5",-8.29,29.68,92,149.129899,-35.270926,"30092","101","Divisional Office (PREPOLL)"
80.95,1134,918,"ACT","Canberra","1",-4.66,19.05,216,149.145,-35.2445,"82525","101","Downer"
63.66,875,557,"ACT","Canberra","1",-7.08,36.34,318,149.1029475,-35.3446687,"8794","101","Garran (Canberra)"
66.82,1341,896,"ACT","Canberra","1",-1.75,33.18,445,149.094,-35.2137,"8816","101","Giralang (Canberra)"
62.52,1398,874,"ACT","Canberra","1",-8.4,37.48,524,149.145,-35.3222,"8817","101","Griffith"
63.04,2351,1482,"ACT","Canberra","5",-9.43,36.96,869,149.1486707,-35.2277375,"65981","101","Gungahlin CANBERRA PPVC"
63.19,1467,927,"ACT","Canberra","1",-3.39,36.81,540,149.0910366,-35.332175,"8774","101","Hughes (Canberra)"
63.14,1766,1115,"ACT","Canberra","1",0.61,36.86,651,149.114,-35.2248,"8823","101","Kaleen"
67.28,1418,954,"ACT","Canberra","1",-3.12,32.72,464,149.102,-35.2351,"8824","101","Kaleen South"
79.54,2326,1850,"ACT","Canberra","1",-4.66,20.46,476,149.125,-35.2515,"8826","101","Lyneham"
77.96,794,619,"ACT","Canberra","1",-3.27,22.04,175,149.1307017,-35.2524845,"83856","101","Lyneham East"
68.91,833,574,"ACT","Canberra","1",-5.53,31.09,259,149.076,-35.342,"8779","101","Lyons (Canberra)"
73.39,1285,943,"ACT","Canberra","1",-3.15,26.61,342,149.059,-35.2501,"8828","101","Macquarie (Canberra)"
68.06,1390,946,"ACT","Canberra","1",-3.33,31.94,444,149.15,-35.3286,"8782","101","Narrabundah"
65.58,154,101,"ACT","Canberra","1",-6.99,34.42,53,149.231,-35.3424,"8783","101","Oaks Estate"
61.42,451,277,"ACT","Canberra","1",5.4,38.58,174,149.042,-35.2398,"93976","101","Page (Canberra)"
78.34,2438,1910,"ACT","Canberra","1",-11.06,21.66,528,149.1299644,-35.3019611,"65741","101","Parkes (Canberra)"
62.23,2878,1791,"ACT","Canberra","5",-3.08,37.77,1087,149.1299644,-35.3019611,"65742","101","Parkes CANBERRA PPVC"
61.17,2243,1372,"ACT","Canberra","1",-6.95,38.83,871,149.133,-35.3395,"8785","101","Red Hill"
70.0,40,28,"ACT","Canberra","2",-14.44,30.0,12,149.1007821,-35.3459732,"93984","101","Special Hospital Team 6"
48.65,37,18,"ACT","Canberra","2",5.9,51.35,19,149.124741,-35.2445739,"93998","101","Special Hospital Team 7"
80.0,45,36,"ACT","Canberra","2",-24.68,20.0,9,149.081474,-35.2327253,"97477","101","Special Hospital Team 8"
59.08,584,345,"ACT","Canberra","5",-1.65,40.92,239,149.0678568,-35.4153694,"93960","101","Tuggeranong CANBERRA PPVC"
80.34,2035,1635,"ACT","Canberra","1",-4.78,19.66,400,149.126,-35.265,"8836","101","Turner"
78.34,2355,1845,"ACT","Canberra","1",-4.62,21.66,510,149.155,-35.2385,"8837","101","Watson"
65.02,1684,1095,"ACT","Canberra","1",-1.66,34.98,589,149.047,-35.2518,"8838","101","Weetangera (Canberra)"
54.45,5482,2985,"ACT","Canberra","5",1.04,45.55,2497,149.0863288,-35.3442899,"93961","101","Woden CANBERRA PPVC"
55.47,1390,771,"ACT","Canberra","1",-4.84,44.53,619,149.103,-35.3069,"8840","101","Yarralumla"
58.87,2701,1590,"ACT","Fenner","1",-0.89,41.13,1111,149.129,-35.1653,"38197","102","Amaroo"
75.29,174,131,"ACT","Fenner","1",-3.46,24.71,43,149.08,-35.256,"94007","102","Aranda (Fenner)"
71.93,1468,1056,"ACT","Fenner","1",-3.65,28.07,412,149.074,-35.2391,"8805","102","Belconnen (Fenner)"
59.25,14517,8602,"ACT","Fenner","5",2.54,40.75,5915,149.069655,-35.2389303,"32464","102","Belconnen FENNER PPVC"
52.63,19,10,"ACT","Fenner","5",29.19,47.37,9,149.1263791,-35.2790544,"65505","102","BLV Fenner PPVC"
60.61,2026,1228,"ACT","Fenner","1",0.81,39.39,798,149.1397655,-35.1615786,"65695","102","Bonner"
54.63,227,124,"ACT","Fenner","1",13.54,45.37,103,149.0884075,-35.2442802,"94020","102","Bruce (Fenner)"
61.3,1757,1077,"ACT","Fenner","1",4.26,38.7,680,149.03,-35.2051,"8807","102","Charnwood"
66.17,736,487,"ACT","Fenner","1",-1.25,33.83,249,149.0370964,-35.1954335,"83851","102","Charnwood East"
63.35,161,102,"ACT","Fenner","1",8.39,36.65,59,149.1290814,-35.2767018,"66144","102","City (Fenner)"
62.43,4102,2561,"ACT","Fenner","5",4.09,37.57,1541,149.1308614,-35.2805169,"32465","102","City FENNER PPVC"
54.76,126,69,"ACT","Fenner","5",14.9,45.24,57,149.129899,-35.270926,"94017","102","Divisional Office (PREPOLL)"
63.83,2060,1315,"ACT","Fenner","1",-0.57,36.17,745,149.076,-35.2071,"8812","102","Evatt"
67.52,1136,767,"ACT","Fenner","1",-3.3,32.48,369,149.067,-35.2133,"83853","102","Evatt South"
68.56,1444,990,"ACT","Fenner","1",-2.46,31.44,454,149.041,-35.224,"8814","102","Florey"
53.88,1535,827,"ACT","Fenner","1",-3.3,46.12,708,149.143181,-35.1708975,"65493","102","Forde"
61.02,1516,925,"ACT","Fenner","1",-3.71,38.98,591,149.144742,-35.1964488,"83854","102","Franklin"
62.67,2245,1407,"ACT","Fenner","1",1.36,37.33,838,149.043,-35.1918,"34238","102","Fraser Central"
58.22,213,124,"ACT","Fenner","1",6.83,41.78,89,149.094,-35.2137,"94009","102","Giralang (Fenner)"
58.98,1553,916,"ACT","Fenner","1",-0.69,41.02,637,149.124,-35.1885,"34240","102","Gungahlin"
54.85,412,226,"ACT","Fenner","1",2.6,45.15,186,149.072,-35.1704,"83848","102","Hall"
61.01,2216,1352,"ACT","Fenner","1",-3.65,38.99,864,149.15129,-35.19913,"47681","102","Harrison"
64.21,1956,1256,"ACT","Fenner","1",2.36,35.79,700,149.02497,-35.22694,"8821","102","Holt"
66.04,801,529,"ACT","Fenner","1",0.57,33.96,272,149.0187789,-35.222463,"83855","102","Holt West"
68.06,1478,1006,"ACT","Fenner","1",-0.24,31.94,472,149.034,-35.2202,"8825","102","Latham"
68.0,2044,1390,"ACT","Fenner","1",-1.38,32.0,654,149.012,-35.2131,"8827","102","Macgregor"
72.0,200,144,"ACT","Fenner","1",-1.77,28.0,56,149.059,-35.2501,"94013","102","Macquarie (Fenner)"
67.05,1803,1209,"ACT","Fenner","1",0.74,32.95,594,149.056,-35.2083,"8830","102","Melba"
64.45,2546,1641,"ACT","Fenner","1",0.1,35.55,905,149.112,-35.1692,"32463","102","Ngunnawal"
54.16,2755,1492,"ACT","Fenner","1",-3.08,45.84,1263,149.102,-35.1802,"32081","102","Nicholls"
54.27,1205,654,"ACT","Fenner","1",1.73,45.73,551,149.0999636,-35.1761942,"83857","102","Nicholls North"
68.86,1172,807,"ACT","Fenner","1",-2.14,31.14,365,149.042,-35.2398,"8832","102","Page (Fenner)"
61.57,2662,1639,"ACT","Fenner","1",-0.85,38.43,1023,149.12,-35.1975,"31626","102","Palmerston"
76.43,437,334,"ACT","Fenner","1",-3.3,23.57,103,149.1299644,-35.3019611,"65743","102","Parkes (Fenner)"
26.13,375,98,"NSW","Calare","1",-7.2,73.87,277,148.7403241,-33.2873619,"2170","109","Cudal"
61.98,989,613,"ACT","Fenner","5",-2.71,38.02,376,149.1299644,-35.3019611,"83858","102","Parkes FENNER PPVC"
77.09,1183,912,"ACT","Fenner","1",-7.19,22.91,271,149.0384031,-35.2325569,"8834","102","Scullin"
63.75,1335,851,"ACT","Fenner","1",-5.13,36.25,484,149.1136016,-35.1522844,"97559","102","Taylor"
69.23,234,162,"ACT","Fenner","1",-5.96,30.77,72,149.047,-35.2518,"94016","102","Weetangera (Fenner)"
49.36,1335,659,"NSW","Banks","1",1.69,50.64,676,151.1148974,-33.9767897,"31","103","Allawah"
46.91,921,432,"NSW","Banks","1",4.4,53.09,489,151.111,-33.9756,"67","103","Allawah South"
51.58,285,147,"NSW","Banks","1",-0.38,48.42,138,151.075,-33.9413,"56500","103","Beverly Hills North (Banks)"
50.57,613,310,"NSW","Banks","1",2.69,49.43,303,151.085,-33.9528,"79612","103","Beverly Hills South (Banks)"
44.84,339,152,"NSW","Banks","1",12.86,55.16,187,151.113,-33.9814,"46","103","Blakehurst North"
66.67,21,14,"NSW","Banks","5",-22.67,33.33,7,151.1065776,-33.9674459,"65425","103","BLV Banks PPVC"
55.18,1042,575,"NSW","Banks","1",3.43,44.82,467,151.128,-33.9727,"56472","103","Carlton South (Banks)"
44.39,1158,514,"NSW","Banks","1",2.66,55.61,644,151.1206652,-33.9763447,"65","103","Carlton West"
31.68,1897,601,"NSW","Banks","1",4.0,68.32,1296,151.1,-33.9855,"42","103","Connells Point (Banks)"
0.0,0,0,"NSW","Banks","5",0.0,0.0,0,151.1064478,-33.9676291,"30094","103","Divisional Office (PREPOLL)"
45.29,1126,510,"NSW","Banks","1",4.38,54.71,616,150.982054,-33.9611817,"2","103","East Hills"
43.63,424,185,"NSW","Banks","1",5.01,56.37,239,151.102,-33.9642,"79613","103","Hurstville (Banks)"
39.59,10146,4017,"NSW","Banks","5",5.68,60.41,6129,151.1068363,-33.9663791,"34046","103","Hurstville BANKS PPVC"
48.37,246,119,"NSW","Banks","1",0.96,51.63,127,151.111,-33.9641,"79614","103","Hurstville East (Banks)"
41.08,1704,700,"NSW","Banks","1",-0.69,58.92,1004,151.0909386,-33.9729154,"45","103","Hurstville Grove"
44.37,888,394,"NSW","Banks","1",4.68,55.63,494,151.099,-33.9726,"43","103","Hurstville South"
31.52,2586,815,"NSW","Banks","1",3.91,68.48,1771,151.0454806,-33.985015,"4","103","Lugarno"
44.4,1606,713,"NSW","Banks","1",7.56,55.6,893,151.0781603,-33.9748397,"55","103","Mortdale Central"
50.77,1688,857,"NSW","Banks","1",2.57,49.23,831,151.081,-33.9727,"56","103","Mortdale East"
44.51,1831,815,"NSW","Banks","1",4.17,55.49,1016,151.0731878,-33.9615619,"5","103","Mortdale West"
48.2,2220,1070,"NSW","Banks","1",5.47,51.8,1150,151.069,-33.9482,"6","103","Narwee"
40.12,516,207,"NSW","Banks","1",-0.44,59.88,309,151.082371,-33.9841934,"83630","103","Oatley East"
40.36,2252,909,"NSW","Banks","1",-1.84,59.64,1343,151.065,-33.9796,"59","103","Oatley West"
49.41,2109,1042,"NSW","Banks","1",2.61,50.59,1067,151.031,-33.9542,"7","103","Padstow"
39.87,153,61,"NSW","Banks","1",12.17,60.13,92,151.031707,-33.95572,"83624","103","Padstow Central"
46.95,1608,755,"NSW","Banks","1",6.65,53.05,853,151.03,-33.949,"8","103","Padstow East"
40.58,7666,3111,"NSW","Banks","5",7.56,59.42,4555,151.0259414,-33.9480237,"58722","103","Padstow PPVC"
40.49,2124,860,"NSW","Banks","1",5.6,59.51,1264,151.0305364,-33.9664348,"10","103","Padstow South"
47.77,829,396,"NSW","Banks","1",7.85,52.23,433,150.999,-33.9551,"11","103","Panania"
43.14,976,421,"NSW","Banks","1",7.37,56.86,555,150.998,-33.9519,"12","103","Panania Central"
48.72,1800,877,"NSW","Banks","1",5.79,51.28,923,150.999,-33.9451,"13","103","Panania North"
41.03,2464,1011,"NSW","Banks","1",3.63,58.97,1453,151.0,-33.9661,"14","103","Panania South"
48.7,1803,878,"NSW","Banks","1",3.14,51.3,925,151.061,-33.9553,"16","103","Peakhurst East"
39.2,1760,690,"NSW","Banks","1",2.31,60.8,1070,151.0555257,-33.9728147,"17","103","Peakhurst South"
42.18,2316,977,"NSW","Banks","1",3.69,57.82,1339,151.0489593,-33.9616492,"18","103","Peakhurst West"
41.44,1057,438,"NSW","Banks","1",10.01,58.56,619,151.086054,-33.962239,"19","103","Penshurst"
51.52,2001,1031,"NSW","Banks","1",4.68,48.48,970,151.087,-33.9641,"60","103","Penshurst Central"
38.05,1724,656,"NSW","Banks","1",4.41,61.95,1068,151.01,-33.9649,"22","103","Picnic Point North"
23.75,80,19,"NSW","Banks","1",20.91,76.25,61,150.9967331,-33.9804039,"83635","103","Picnic Point South"
50.69,1602,812,"NSW","Banks","1",6.34,49.31,790,151.0166996,-33.9542157,"57281","103","Revesby"
47.98,1907,915,"NSW","Banks","1",10.24,52.02,992,151.017,-33.9447,"25","103","Revesby North (Banks)"
45.07,2161,974,"NSW","Banks","1",4.45,54.93,1187,151.017,-33.9605,"26","103","Revesby South"
53.24,1095,583,"NSW","Banks","1",7.82,46.76,512,151.058,-33.9459,"3","103","Riverwood East (Banks)"
63.56,922,586,"NSW","Banks","1",10.27,36.44,336,151.047088,-33.9476795,"27","103","Riverwood North"
47.37,1254,594,"NSW","Banks","1",7.78,52.63,660,151.0532173,-33.9524734,"28","103","Riverwood South"
59.6,151,90,"NSW","Banks","1",-7.92,40.4,61,151.2064528,-33.8730501,"14011","103","Sydney (Banks)"
46.7,561,262,"NSW","Banks","5",4.19,53.3,299,151.2092587,-33.8638565,"97610","103","Sydney BANKS PPVC"
64.23,998,641,"NSW","Barton","1",0.45,35.77,357,151.144,-33.938,"32","104","Arncliffe"
64.55,1368,883,"NSW","Barton","1",1.2,35.45,485,151.147,-33.9406,"34","104","Arncliffe Central"
55.86,145,81,"NSW","Barton","1",8.43,44.14,64,151.143493,-33.939642,"83610","104","Arncliffe North"
64.59,2070,1337,"NSW","Barton","1",0.02,35.41,733,151.138,-33.9374,"2642","104","Arncliffe West"
53.81,1089,586,"NSW","Barton","1",-4.64,46.19,503,151.125,-33.9338,"2643","104","Bardwell Park"
51.57,1757,906,"NSW","Barton","5",1.8,48.43,851,151.104419,-33.913395,"65982","104","Belmore BARTON PPVC"
50.62,1128,571,"NSW","Barton","1",-1.88,49.38,557,151.083,-33.9492,"2645","104","Beverly Hills"
45.55,584,266,"NSW","Barton","1",2.65,54.45,318,151.079,-33.947,"2670","104","Beverly Hills Central"
54.07,651,352,"NSW","Barton","1",-0.1,45.93,299,151.085,-33.9528,"2646","104","Beverly Hills South (Barton)"
58.74,1866,1096,"NSW","Barton","1",0.92,41.26,770,151.125,-33.9515,"2647","104","Bexley"
60.07,1177,707,"NSW","Barton","1",1.8,39.93,470,151.128,-33.9467,"2640","104","Bexley East"
59.65,1150,686,"NSW","Barton","1",-4.59,40.35,464,151.121,-33.9407,"2649","104","Bexley North"
53.2,1468,781,"NSW","Barton","1",-2.05,46.8,687,151.109,-33.9383,"2662","104","Bexley North Park"
55.43,700,388,"NSW","Barton","1",3.63,44.57,312,151.113,-33.9625,"83607","104","Bexley South"
55.75,1790,998,"NSW","Barton","1",-1.24,44.25,792,151.114,-33.9522,"2650","104","Bexley West"
70.0,20,14,"NSW","Barton","5",-15.45,30.0,6,151.1392016,-33.9527866,"65449","104","BLV Barton PPVC"
51.9,1894,983,"NSW","Barton","1",0.27,48.1,911,151.148,-33.9627,"38","104","Brighton-Le-Sands (Barton)"
53.54,650,348,"NSW","Barton","1",-1.76,46.46,302,151.154,-33.9605,"83605","104","Brighton North"
68.97,2043,1409,"NSW","Barton","1",-3.48,31.03,634,151.116,-33.9175,"2652","104","Canterbury South"
60.99,2607,1590,"NSW","Barton","1",-1.04,39.01,1017,151.124,-33.9624,"2653","104","Carlton"
61.29,700,429,"NSW","Barton","1",-2.6,38.71,271,151.128,-33.9727,"47","104","Carlton South (Barton)"
68.87,514,354,"NSW","Barton","5",-12.62,31.13,160,151.2063239,-33.8824351,"97585","104","Central Sydney BARTON PPVC"
59.03,2641,1559,"NSW","Barton","1",-0.92,40.97,1082,151.10897,-33.92951,"2656","104","Clemton Park"
50.0,140,70,"NSW","Barton","1",7.22,50.0,70,151.099589,-33.9303611,"83606","104","Clemton Park West"
0.0,0,0,"NSW","Barton","5",0.0,0.0,0,151.1391306,-33.9529008,"30095","104","Divisional Office (PREPOLL)"
56.15,1236,694,"NSW","Barton","1",1.2,43.85,542,151.123,-33.9274,"83609","104","Earlwood"
51.94,1157,601,"NSW","Barton","1",0.02,48.06,556,151.127,-33.9281,"2660","104","Earlwood Central"
58.52,2264,1325,"NSW","Barton","1",-0.86,41.48,939,151.124,-33.9283,"2661","104","Earlwood South"
74.95,487,365,"NSW","Barton","1",0.47,25.05,122,151.132444,-33.908507,"79724","104","Hurlstone Park (Barton)"
52.02,1140,593,"NSW","Barton","1",-3.2,47.98,547,151.102,-33.9642,"2663","104","Hurstville (Barton)"
47.92,6415,3074,"NSW","Barton","5",-4.81,52.08,3341,151.1031761,-33.9649241,"65171","104","Hurstville BARTON PPVC"
53.42,1110,593,"NSW","Barton","1",-3.39,46.58,517,151.111,-33.9641,"2664","104","Hurstville East (Barton)"
49.34,1526,753,"NSW","Barton","1",3.61,50.66,773,151.096,-33.9544,"2665","104","Hurstville North"
52.61,785,413,"NSW","Barton","1",-4.14,47.39,372,151.103,-33.9401,"2666","104","Kingsgrove"
49.37,478,236,"NSW","Barton","1",1.09,50.63,242,151.09621,-33.93385,"79715","104","Kingsgrove North (Barton)"
56.51,1267,716,"NSW","Barton","1",-1.28,43.49,551,151.102,-33.9494,"2667","104","Kingsgrove South"
61.23,2110,1292,"NSW","Barton","1",-0.15,38.77,818,151.136,-33.9616,"50","104","Kogarah Central"
50.74,1086,551,"NSW","Barton","1",-1.45,49.26,535,151.161,-33.9497,"51","104","Kyeemagh"
69.06,3665,2531,"NSW","Barton","5",-0.37,30.94,1134,151.161852,-33.913688,"65249","104","Marrickville BARTON PPVC"
75.17,1172,881,"NSW","Barton","1",-0.94,24.83,291,151.1503777,-33.9154803,"1016","104","Marrickville Park"
81.19,840,682,"NSW","Barton","1",-3.03,18.81,158,151.152,-33.9207,"1010","104","Marrickville South"
81.91,1758,1440,"NSW","Barton","1",-4.97,18.09,318,151.146,-33.9144,"1011","104","Marrickville West"
65.34,1209,790,"NSW","Barton","1",-1.84,34.66,419,151.142,-33.9527,"62","104","Rockdale"
58.95,8287,4885,"NSW","Barton","5",1.83,41.05,3402,151.1364055,-33.9512665,"33869","104","Rockdale BARTON PPVC"
60.75,1526,927,"NSW","Barton","1",-0.48,39.25,599,151.139,-33.9537,"63","104","Rockdale Central"
63.98,483,309,"NSW","Barton","1",-2.58,36.02,174,151.139653,-33.9505248,"83616","104","Rockdale City"
64.92,1260,818,"NSW","Barton","1",-1.57,35.08,442,151.136,-33.9504,"2671","104","Rockdale West"
60.28,282,170,"NSW","Barton","1",-2.08,39.72,112,151.2064528,-33.8730501,"14014","104","Sydney (Barton)"
52.55,685,360,"NSW","Barton","5",3.85,47.45,325,151.2092587,-33.8638565,"97609","104","Sydney BARTON PPVC"
77.81,1370,1066,"NSW","Barton","1",-6.21,22.19,304,151.1610947,-33.919948,"1470","104","Tempe"
66.1,1180,780,"NSW","Barton","1",-2.4,33.9,400,151.1452122,-33.931874,"2641","104","Turrella"
62.73,1752,1099,"NSW","Barton","1",-1.17,37.27,653,151.139,-33.9244,"2673","104","Undercliffe"
42.86,14,6,"NSW","Bennelong","5",-0.75,57.14,8,151.1818539,-33.7981824,"65453","105","BLV Bennelong PPVC"
43.76,1122,491,"NSW","Bennelong","1",-8.67,56.24,631,151.0553219,-33.7800229,"634","105","Carlingford (Bennelong)"
42.54,1897,807,"NSW","Bennelong","1",-7.03,57.46,1090,151.053,-33.7654,"33926","105","Carlingford East"
56.68,307,174,"NSW","Bennelong","5",-11.78,43.32,133,151.2063239,-33.8824351,"97587","105","Central Sydney BENNELONG PPVC"
41.52,619,257,"NSW","Bennelong","5",2.05,58.48,362,151.1818539,-33.7981824,"65177","105","Chatswood BENNELONG PPVC"
43.92,938,412,"NSW","Bennelong","1",-3.89,56.08,526,151.08353,-33.79244,"638","105","Denistone"
43.92,2632,1156,"NSW","Bennelong","1",-6.49,56.08,1476,151.097,-33.7935,"639","105","Denistone East"
39.36,1669,657,"NSW","Calare","1",-5.85,60.64,1012,149.0946465,-33.2798185,"286","109","Orange North"
43.65,378,165,"NSW","Bennelong","1",3.49,56.35,213,151.08318,-33.8056266,"83564","105","Denistone South"
43.71,1128,493,"NSW","Bennelong","1",-1.6,56.29,635,151.07,-33.8036,"647","105","Denistone West"
0.0,0,0,"NSW","Bennelong","5",-55.88,0.0,0,151.1819191,-33.7982897,"30096","105","Divisional Office (PREPOLL)"
42.62,2522,1075,"NSW","Bennelong","1",-2.87,57.38,1447,151.1268905,-33.8063669,"105","105","East Ryde"
43.75,656,287,"NSW","Bennelong","1",-7.04,56.25,369,151.1200494,-33.8133913,"33877","105","East Ryde Central"
46.57,408,190,"NSW","Bennelong","1",-6.79,53.43,218,151.126175,-33.8086005,"83497","105","East Ryde Heights"
