emp_to_pop, cert, female_par, ogc_fid, median11, male_less_, male_part_, y12, uni, part_rate, ssc_name, ssc2011
0.611222,0.369781,0.564,2166,27421.33333,0.20169,0.76569,0.524851,0.105368,0.661191,"Stroud",12166
0.0,0.389937,0.0,2167,29588.0,0.0,0.0,0.522013,0.08805,0.0,"Stroud Road",12167
0.626866,0.30855,0.635593,2168,28300.38095,0.100121,0.735714,0.624535,0.066914,0.689655,"Stuart Town",12168
0.381868,0.353591,0.428571,2169,19935.5,0.113801,0.542373,0.574586,0.071823,0.482558,"Stuarts Point",12169
0.0,0.413793,0.0,2170,28259.11111,0.0,0.0,0.517241,0.068966,0.0,"Stubbo",12170
0.0,0.374269,0.0,3559,28259.11111,0.0,0.0,0.54386,0.081871,0.0,"Mossiface",20930
0.0,0.333333,0.0,2171,32188.0,0.0,0.0,0.49697,0.169697,0.0,"Stud Park",12171
0.650307,0.332705,0.706931,2172,33316.13559,0.106103,0.813034,0.400566,0.26673,0.760246,"Suffolk Park",12172
0.830508,0.409091,0.77305,2174,45410.85714,0.171395,0.944444,0.377622,0.213287,0.855124,"Summer Hill Creek",12174
0.597835,0.393864,0.553018,2175,32340.35669,0.22496,0.777978,0.523217,0.082919,0.661249,"Summerland Point",12175
0.0,0.396104,0.0,2176,44581.33333,0.0,0.0,0.441558,0.162338,0.0,"Sunny Corner",12176
0.673554,0.223577,0.574468,2177,27477.41176,0.238482,0.81295,0.682927,0.093496,0.712446,"Sunset Strip (NSW)",12177
0.690141,0.41784,0.721154,2178,35663.78947,0.041222,0.762376,0.375587,0.206573,0.743961,"Sunshine (NSW)",12178
0.594961,0.360078,0.647059,2179,28266.07229,0.057167,0.704225,0.502935,0.136986,0.67,"Sunshine Bay",12179
0.540379,0.307157,0.651992,2180,28372.53988,0.041275,0.693267,0.568588,0.124254,0.670857,"Surf Beach (NSW)",12180
0.557666,0.349057,0.592179,2181,27291.33333,0.118665,0.710843,0.543127,0.107817,0.647399,"Surfside",12181
0.710283,0.173194,0.837423,2182,61954.0241,0.031521,0.868944,0.351872,0.474934,0.856438,"Surry Hills",12182
0.501236,0.376695,0.50641,2183,23795.68212,0.109171,0.615581,0.560419,0.062885,0.561179,"Sussex Inlet",12183
0.724816,0.4,0.715026,2198,35642.91525,0.161318,0.876344,0.52,0.08,0.7979,"Tacoma",12198
0.768934,0.34736,0.788157,2184,50604.90608,0.118037,0.906193,0.365465,0.287175,0.846607,"Sutherland (NSW)",12184
0.763718,0.348993,0.754258,2185,53139.66667,0.10742,0.861678,0.385906,0.265101,0.808187,"Sutton (NSW)",12185
0.736842,0.357377,0.731034,2186,39499.51515,0.1057,0.836735,0.396721,0.245902,0.789655,"Sutton Forest",12186
0.619608,0.32,0.669565,2187,36121.91304,0.113043,0.782609,0.596,0.084,0.719828,"Swan Bay (Port Stephens - NSW)",12187
0.0,0.405405,0.0,2188,29761.33333,0.0,0.0,0.472973,0.121622,0.0,"Swan Bay (Richmond Valley - NSW)",12188
0.751804,0.325648,0.737489,6342,46748.0,0.162785,0.900274,0.366715,0.307637,0.0,"Hove",40305
0.574708,0.34946,0.58561,2189,29684.42384,0.153439,0.739049,0.569762,0.080778,0.661446,"Swansea (NSW)",12189
0.654891,0.379781,0.690058,2190,41548.0,0.122442,0.8125,0.404372,0.215847,0.755747,"Swansea Heads",12190
0.0,0.364286,0.0,2199,37792.44444,0.0,0.0,0.464286,0.171429,0.0,"Tacoma South",12199
0.684914,0.350733,0.666383,2200,37177.23588,0.178461,0.844844,0.545298,0.103969,0.750671,"Tahmoor",12200
0.0,0.417391,0.0,2201,35800.63158,0.0,0.0,0.513043,0.069565,0.0,"Talbingo",12201
0.0,0.3,0.0,2202,25650.85714,0.0,0.0,0.615789,0.084211,0.0,"Tallawang",12202
0.686103,0.170708,0.838942,2206,77867.75309,0.108173,0.947115,0.338506,0.490786,0.891697,"Tamarama",12206
0.671141,0.286667,0.673759,2207,26858.0,0.134188,0.807947,0.623333,0.09,0.732877,"Tambar Springs",12207
0.0,0.36129,0.0,2203,28967.35484,0.0,0.0,0.567742,0.070968,0.0,"Tallimba",12203
0.638122,0.369863,0.636364,2204,33360.76596,0.162417,0.79878,0.493151,0.136986,0.711765,"Tallong",12204
0.592949,0.417197,0.666667,2205,35969.81818,0.037879,0.704545,0.414013,0.16879,0.678322,"Tallwoods Village",12205
0.0,0.316547,0.0,2213,27248.0,0.0,0.0,0.381295,0.302158,0.0,"Tantawangalo",12213
0.693961,0.326554,0.694205,5534,36348.0,0.156485,0.85069,0.599651,0.073794,0.771002,"Proserpine",31358
0.0,0.0,0.0,2208,36348.0,0.0,0.0,0.0,0.0,0.0,"Taminda",12208
0.0,0.219697,0.0,2209,26221.68421,0.0,0.0,0.69697,0.083333,0.0,"Tamworth",12209
0.583099,0.385159,0.543742,2210,30389.08108,0.231736,0.775478,0.527208,0.087633,0.649161,"Tanilba Bay",12210
0.659483,0.371179,0.741379,2211,27414.66667,-0.007434,0.733945,0.283843,0.344978,0.734234,"Tanja",12211
0.0,0.352941,0.0,2212,31890.85714,0.0,0.0,0.470588,0.176471,0.0,"Tannabar",12212
0.699438,0.355556,0.721893,2214,46585.5,0.142052,0.863946,0.358333,0.286111,0.791277,"Tapitallee",12214
0.775229,0.352941,0.737374,2215,42642.73684,0.119769,0.857143,0.452489,0.19457,0.8,"Tarago",12215
0.0,0.351145,0.0,2216,35430.35294,0.0,0.0,0.496183,0.152672,0.0,"Taralga",12216
0.330159,0.120253,0.737489,6122,31506.62069,0.162785,0.900274,0.851266,0.028481,0.0,"Cadell",40085
0.0,0.454545,0.0,2217,23195.05882,0.0,0.0,0.40404,0.141414,0.0,"Tarbuck Bay",12217
0.73494,0.277286,0.710526,2218,32188.0,0.138311,0.848837,0.59587,0.126844,0.783951,"Tarcutta",12218
0.560261,0.333878,0.589228,2219,26929.21019,0.125101,0.714329,0.578568,0.087554,0.647588,"Taree",12219
0.0,0.42953,0.0,2220,23174.66667,0.0,0.0,0.496644,0.073826,0.0,"Taree South",12220
0.734351,0.3379,0.730061,2221,53062.28571,0.128491,0.858553,0.410959,0.251142,0.792063,"Taren Point",12221
0.0,0.432836,0.0,2222,42000.17391,0.0,0.0,0.410448,0.156716,0.0,"Tarraganda",12222
0.804598,0.319392,0.77686,5573,57408.0,0.184381,0.96124,0.475285,0.205323,0.864542,"Richmond (Mackay - Qld)",31397
0.685405,0.368364,0.64916,2223,37913.5914,0.178592,0.827751,0.426869,0.204767,0.733781,"Tarrawanna",12223
0.637312,0.334491,0.600478,2224,33104.43564,0.188995,0.789474,0.621528,0.043981,0.695341,"Tarro",12224
0.719393,0.232763,0.772043,2237,47325.77778,0.082234,0.854277,0.470905,0.296333,0.812865,"Tempe",12237
0.642857,0.34494,0.699284,2225,41370.72727,0.129732,0.829016,0.452666,0.202394,0.764268,"Tascott",12225
0.0,0.29703,0.0,2226,30326.94737,0.0,0.0,0.574257,0.128713,0.0,"Tatham",12226
0.662621,0.369193,0.704835,2227,36722.77477,0.06696,0.771795,0.405868,0.224939,0.739186,"Tathra",12227
0.831801,0.354512,0.813285,2228,55696.17518,0.109791,0.923077,0.357274,0.288214,0.866667,"Tatton",12228
0.474178,0.261682,0.524752,2229,17628.0,0.069307,0.594059,0.61215,0.126168,0.547264,"Taylors Arm",12229
0.0,0.392157,0.0,2230,30405.14286,0.0,0.0,0.509804,0.098039,0.0,"Taylors Beach (NSW)",12230
0.54717,0.375235,0.533333,2231,27343.12195,0.147165,0.680498,0.503752,0.121013,0.603718,"Tea Gardens",12231
0.718944,0.351188,0.738817,2249,46189.16576,0.122425,0.861242,0.383115,0.265697,0.798044,"Terrigal",12249
0.0,0.385621,0.0,2250,33401.33333,0.0,0.0,0.352941,0.261438,0.0,"Teven",12250
0.0,0.318182,0.0,2251,29799.85185,0.0,0.0,0.509091,0.172727,0.0,"Tewinga",12251
0.0,0.370968,0.0,2252,39164.66667,0.0,0.0,0.258065,0.370968,0.0,"Thalgarrah",12252
0.79646,0.258206,0.826733,5574,34614.66667,0.108453,0.935185,0.63895,0.102845,0.883333,"Richmond (Richmond - Qld)",31398
0.785571,0.207792,0.737489,6345,62549.94175,0.162785,0.900274,0.27972,0.512488,0.0,"Hyde Park (SA)",40308
0.628547,0.342537,0.62254,2232,32720.09302,0.174858,0.797398,0.571182,0.086281,0.709091,"Telarah",12232
0.667784,0.252688,0.674931,2234,37984.13707,0.148945,0.823876,0.419691,0.327621,0.746714,"Telopea",12234
0.571429,0.325243,0.64,2235,28967.35484,-0.008421,0.631579,0.572816,0.101942,0.629808,"Temagog",12235
0.652661,0.433048,0.7,2233,31421.68421,0.081609,0.781609,0.424501,0.14245,0.736842,"Telegraph Point",12233
0.679371,0.31128,0.673745,2236,31426.57143,0.124255,0.798,0.570205,0.118515,0.735034,"Temora",12236
0.627515,0.35528,0.599744,2238,35324.1658,0.193997,0.793741,0.522164,0.122555,0.691997,"Tenambit",12238
0.812785,0.451613,0.779817,2239,40453.26316,0.102002,0.881818,0.410138,0.138249,0.817757,"Tennyson (NSW)",12239
0.753744,0.310744,0.738983,2240,55310.06897,0.144409,0.883392,0.299174,0.390083,0.80756,"Tennyson Point",12240
0.647088,0.344221,0.656805,2241,28169.51899,0.133682,0.790487,0.540704,0.115075,0.718421,"Tenterfield",12241
0.759813,0.366296,0.737489,5888,49261.90728,0.162785,0.900274,0.540667,0.093037,0.830846,"Walkerston",31712
0.658065,0.416125,0.654891,2242,34583.71429,0.143009,0.7979,0.481144,0.102731,0.727637,"Teralba",12242
0.0,0.309859,0.0,2243,29232.21053,0.0,0.0,0.408451,0.28169,0.0,"Terania Creek",12243
0.0,0.335938,0.0,2244,43281.33333,0.0,0.0,0.484375,0.179688,0.0,"Terara",12244
0.745174,0.246866,0.789474,2257,52663.59633,0.075232,0.864706,0.278689,0.474446,0.831437,"The Hill",12257
0.0,0.382857,0.0,2245,27548.0,0.0,0.0,0.445714,0.171429,0.0,"Termeil",12245
0.0,0.362963,0.0,2246,41095.82609,0.0,0.0,0.444444,0.192593,0.0,"Terramungamine",12246
0.743271,0.401656,0.762689,2247,38143.87629,0.080507,0.843195,0.407867,0.190476,0.800142,"Terranora",12247
0.7892,0.356262,0.765092,2248,50318.14925,0.137112,0.902204,0.340688,0.30305,0.833222,"Terrey Hills",12248
0.701087,0.263441,0.685185,2253,31500.54237,0.178203,0.863388,0.650538,0.086022,0.778736,"Tharbogang",12253
0.659016,0.313725,0.713333,2254,28919.42857,0.055897,0.769231,0.379085,0.30719,0.755102,"The Channon",12254
0.703917,0.316763,0.748148,2258,47684.0,0.069819,0.817967,0.317919,0.365318,0.784764,"The Junction",12258
0.0,0.381356,0.0,2259,37973.0,0.0,0.0,0.398305,0.220339,0.0,"The Lagoon",12259
0.766543,0.399257,0.743323,2260,42206.66667,0.159388,0.902711,0.463197,0.137546,0.81874,"The Oaks",12260
0.0,0.344828,0.0,2261,23868.0,0.0,0.0,0.54023,0.114943,0.0,"The Pinnacles",12261
0.489723,0.281893,0.578522,2255,28943.053,0.136293,0.714815,0.620885,0.097222,0.644815,"The Entrance",12255
0.615894,0.354582,0.681319,2256,32167.60784,0.094844,0.776163,0.519256,0.126162,0.727786,"The Entrance North",12256
0.810148,0.295936,0.768445,2263,59772.07407,0.176728,0.945173,0.28506,0.419004,0.855981,"The Ponds",12263
0.0,0.223529,0.0,2264,50348.0,0.0,0.0,0.376471,0.4,0.0,"The Ridgeway",12264
0.700183,0.393715,0.680769,2265,34842.73684,0.149419,0.830189,0.484288,0.121996,0.752852,"The Rock",12265
0.478261,0.099585,0.705882,2266,81273.5814,0.138945,0.844828,0.533195,0.36722,0.78135,"The Rocks (Sydney - NSW)",12266
0.0,0.357143,0.0,2267,49925.77778,0.0,0.0,0.454545,0.188312,0.0,"The Slopes",12267
0.558824,0.278846,0.638298,2268,23244.0,-0.018298,0.62,0.605769,0.115385,0.638191,"The Whiteman",12268
0.755776,0.371237,0.695946,2269,42588.0,0.185173,0.881119,0.451505,0.177258,0.784983,"Theresa Park",12269
0.714443,0.401766,0.703955,2270,40600.54237,0.166662,0.870617,0.468543,0.129691,0.786589,"Thirlmere",12270
0.784644,0.271722,0.766968,2273,55105.54923,0.130556,0.897525,0.268726,0.459553,0.829631,"Thornleigh",12273
0.799079,0.355952,0.80068,2331,46676.76712,0.088761,0.889441,0.356527,0.287522,0.843602,"Turvey Park",12331
0.755378,0.412142,0.715271,2274,43154.86695,0.179719,0.89499,0.467812,0.120046,0.803529,"Thornton (NSW)",12274
0.675589,0.291045,0.737209,2278,36805.6,0.04306,0.780269,0.410448,0.298507,0.758542,"Tighes Hill",12278
0.806763,0.349515,0.794118,2279,36621.68421,0.111146,0.905263,0.441748,0.208738,0.85,"Timbumburi",12279
0.521257,0.263838,0.541667,2280,22182.48276,0.122426,0.664093,0.693727,0.042435,0.604207,"Tingha",12280
0.577747,0.315804,0.636417,2332,30919.00917,0.102073,0.73849,0.519477,0.164719,0.685561,"Tweed Heads",12332
0.560664,0.3273,0.576144,2333,27664.50485,0.144435,0.720578,0.588724,0.083976,0.64234,"Tweed Heads South",12333
0.605455,0.343387,0.655678,2334,29812.54545,0.098539,0.754217,0.56359,0.093023,0.70291,"Tweed Heads West",12334
0.0,0.439655,0.0,2275,27548.0,0.0,0.0,0.517241,0.043103,0.0,"Thrumster",12275
0.79712,0.411028,0.778723,2276,43458.91314,0.127611,0.906334,0.395677,0.193296,0.838555,"Thurgoona",12276
0.635209,0.391941,0.653199,2282,30748.0,0.131611,0.78481,0.478022,0.130037,0.71161,"Tinonee",12282
0.735426,0.411765,0.728,2284,34375.58621,0.140132,0.868132,0.425339,0.162896,0.78972,"Tintinhull",12284
0.610966,0.338274,0.623239,2285,28249.14943,0.119507,0.742747,0.550131,0.111595,0.680222,"Tocumwal",12285
0.0,0.308511,0.0,2335,27928.95238,0.0,0.0,0.414894,0.276596,0.0,"Tyagarah",12335
0.612546,0.341912,0.633094,2336,23131.33333,0.075568,0.708661,0.507353,0.150735,0.660377,"Tyalgum",12336
0.702381,0.368932,0.706186,2283,38576.57143,0.118205,0.82439,0.381068,0.25,0.770574,"Tintenbar",12283
0.0,0.305,0.0,2337,23967.04762,0.0,0.0,0.605,0.09,0.0,"Tyndale",12337
0.72191,0.289899,0.712164,2293,41727.91071,0.165228,0.877391,0.431426,0.278675,0.793049,"Toongabbie (NSW)",12293
0.743842,0.243781,0.728261,2294,28201.33333,0.218548,0.946809,0.606965,0.149254,0.823529,"Tooraweenah",12294
0.603767,0.358878,0.637549,2295,28766.89117,0.108495,0.746044,0.52754,0.113582,0.686296,"Toormina",12295
0.625455,0.363636,0.716418,2296,33557.7561,0.045487,0.761905,0.501818,0.134545,0.738462,"Toowoon Bay",12296
0.570591,0.326308,0.56044,2297,29870.80702,0.16355,0.72399,0.543716,0.129977,0.638342,"Toronto",12297
0.0,0.425743,0.0,2298,39632.21053,0.0,0.0,0.39604,0.178218,0.0,"Torryburn (Dungog - NSW)",12298
0.762346,0.319149,0.786667,2299,27103.55556,0.086751,0.873418,0.583587,0.097264,0.832258,"Tottenham (NSW)",12299
0.549922,0.343152,0.580504,2300,29532.28571,0.112147,0.69265,0.55969,0.097158,0.636113,"Toukley",12300
0.473684,0.336323,0.569892,2301,20293.0,0.050797,0.62069,0.515695,0.147982,0.591346,"Towamba",12301
0.633838,0.376263,0.588785,2302,26443.2381,0.166897,0.755682,0.540404,0.083333,0.663265,"Townsend",12302
0.0,0.346154,0.0,2347,21518.37037,0.0,0.0,0.551282,0.102564,0.0,"Upper Burringbar",12347
0.698198,0.373958,0.705405,2303,39319.42857,0.114805,0.82021,0.429121,0.196921,0.763298,"Towradgi",12303
0.0,0.383333,0.0,2304,32065.64706,0.0,0.0,0.488889,0.127778,0.0,"Towrang",12304
0.667791,0.255499,0.643885,2305,29848.0,0.18715,0.831034,0.668359,0.076142,0.734622,"Trangie",12305
0.773463,0.355769,0.78125,2306,39291.39623,0.061607,0.842857,0.378205,0.266026,0.807309,"Tregeagle",12306
0.635394,0.423729,0.680365,2365,24388.0,0.084592,0.764957,0.411017,0.165254,0.723684,"Valla",12365
0.654896,0.320451,0.647863,2411,36912.57143,0.144137,0.792,0.437198,0.242351,0.722543,"Waratah West",12411
0.466667,0.201143,0.462963,2307,25747.14163,0.257937,0.720899,0.760571,0.038286,0.583694,"Tregear",12307
0.634146,0.312693,0.694268,2308,26794.51163,0.051074,0.745342,0.600619,0.086687,0.719243,"Trundle",12308
0.0,0.391892,0.0,2309,31494.66667,0.0,0.0,0.472973,0.135135,0.0,"Trunkey Creek",12309
0.640127,0.370607,0.647436,2315,33564.90141,0.144084,0.791519,0.51278,0.116613,0.716918,"Tuggerawong",12315
0.0,0.277174,0.0,2316,27634.48649,0.0,0.0,0.597826,0.125,0.0,"Tullamore",12316
0.78607,0.369231,0.816327,2317,37135.87879,0.082663,0.89899,0.430769,0.2,0.852041,"Tullera",12317
0.629454,0.242823,0.594132,2330,34073.0,0.203336,0.797468,0.576555,0.180622,0.694514,"Turrella",12330
0.0,0.344444,0.0,2318,29771.52941,0.0,0.0,0.533333,0.122222,0.0,"Tullibigeal",12318
0.0,0.591398,0.0,2319,46275.27273,0.0,0.0,0.204301,0.204301,0.0,"Tullimbar",12319
0.67833,0.325792,0.695332,2320,34316.75,0.136852,0.832184,0.569005,0.105204,0.765957,"Tumbarumba",12320
0.704056,0.398347,0.692436,2321,38915.08861,0.161995,0.85443,0.467355,0.134298,0.769397,"Tumbi Umbi",12321
0.0,0.398876,0.0,2322,32516.42105,0.0,0.0,0.5,0.101124,0.0,"Tumblong",12322
0.752692,0.216493,0.718156,2329,64506.82353,0.186437,0.904594,0.223859,0.559648,0.806679,"Turramurra",12329
0.576419,0.362637,0.671233,2338,25319.42857,0.052905,0.724138,0.441758,0.195604,0.694118,"Uki",12338
0.678571,0.358744,0.703704,2339,27488.74074,0.069024,0.772727,0.515695,0.125561,0.74537,"Ulamambri",12339
0.584965,0.350577,0.58445,2340,25528.31496,0.146227,0.730677,0.560643,0.08878,0.650164,"Ulladulla",12340
0.622222,0.361386,0.626263,2341,22373.0,0.135159,0.761421,0.579208,0.059406,0.695431,"Ulmarra",12341
0.0,0.333333,0.0,2342,19292.0,0.0,0.0,0.584906,0.081761,0.0,"Ulong",12342
0.601246,0.133317,0.754109,2343,42737.54248,0.077657,0.831765,0.392054,0.474629,0.79587,"Ultimo",12343
0.657591,0.362143,0.661669,2344,34144.19048,0.141411,0.803079,0.507907,0.12995,0.728653,"Umina Beach",12344
0.763285,0.299279,0.773364,2414,56010.5,0.137993,0.911357,0.367788,0.332933,0.835651,"Wareemba",12414
0.676368,0.323666,0.681499,2415,28507.375,0.084925,0.766423,0.564965,0.111369,0.721957,"Warialda",12415
0.0,0.281818,0.0,2416,20252.7619,0.0,0.0,0.645455,0.072727,0.0,"Warialda Rail",12416
0.597897,0.357272,0.562319,2345,30131.90805,0.204348,0.766667,0.533188,0.109539,0.661049,"Unanderra",12345
0.0,0.230769,0.0,2346,22323.75758,0.0,0.0,0.673077,0.096154,0.0,"Ungarie",12346
0.0,0.407407,0.0,2348,20651.7037,0.0,0.0,0.503704,0.088889,0.0,"Upper Corindi",12348
0.0,0.359223,0.0,2349,25740.0,0.0,0.0,0.446602,0.194175,0.0,"Upper Crystal Creek",12349
0.0,0.241071,0.0,2350,25081.33333,0.0,0.0,0.696429,0.0625,0.0,"Upper Horton",12350
0.574324,0.441077,0.591837,2351,25348.0,0.089323,0.681159,0.427609,0.131313,0.62766,"Upper Lansdowne",12351
0.0,0.444444,0.0,2368,47490.85714,0.0,0.0,0.349206,0.206349,0.0,"Varroville",12368
0.733461,0.19416,0.716398,2369,66702.60123,0.191124,0.907523,0.296462,0.509378,0.807613,"Vaucluse",12369
0.0,0.398936,0.0,2370,33479.03448,0.0,0.0,0.510638,0.090426,0.0,"Verges Creek",12370
0.0,0.333333,0.0,2352,19207.25926,0.0,0.0,0.503876,0.162791,0.0,"Upper Main Arm",12352
0.0,0.301205,0.0,2353,27171.52941,0.0,0.0,0.578313,0.120482,0.0,"Upper Manilla",12353
0.694175,0.416465,0.739796,2354,31148.0,0.081257,0.821053,0.37046,0.213075,0.772846,"Upper Orara",12354
0.619266,0.372197,0.648649,2355,28941.93939,0.141351,0.79,0.511211,0.116592,0.71564,"Upper Rollands Plains",12355
0.688161,0.392781,0.684327,2377,37074.47059,0.154729,0.839056,0.498938,0.10828,0.762215,"Wadalba",12377
0.741271,0.313036,0.774588,2378,42105.14286,0.07379,0.848378,0.389937,0.297027,0.811638,"Wagga Wagga",12378
0.0,0.289474,0.0,2356,32123.0,0.0,0.0,0.385965,0.324561,0.0,"Uralba",12356
0.683113,0.359833,0.70274,2357,30663.78947,0.081544,0.784284,0.507671,0.132497,0.739478,"Uralla (NSW)",12357
0.0,0.248276,0.0,2358,22770.22222,0.0,0.0,0.710345,0.041379,0.0,"Urana",12358
0.780347,0.402724,0.75188,2359,37959.26761,0.125671,0.877551,0.455253,0.142023,0.814453,"Uranquinty",12359
0.579399,0.316239,0.612613,2360,19559.42857,0.09009,0.702703,0.598291,0.08547,0.656109,"Urbenville",12360
0.597819,0.372014,0.609756,2361,27753.85774,0.082221,0.691977,0.496928,0.131058,0.649477,"Urunga",12361
0.0,0.245098,0.0,2379,38428.0,0.0,0.0,0.372549,0.382353,0.0,"Wagstaffe",12379
0.769844,0.222372,0.744711,2380,63635.41355,0.164921,0.909632,0.229854,0.547774,0.821758,"Wahroonga",12380
0.685897,0.402556,0.755245,2362,40248.0,0.052163,0.807407,0.476038,0.121406,0.778182,"Vacy",12362
0.577206,0.340741,0.576,2363,28081.33333,0.141391,0.717391,0.555556,0.103704,0.651515,"Vale Of Clwydd",12363
0.760862,0.39643,0.728647,2364,50507.71223,0.137154,0.865801,0.333446,0.270125,0.794229,"Valentine (NSW)",12364
0.594872,0.355442,0.598131,2366,30477.03226,0.133094,0.731225,0.42517,0.219388,0.657391,"Valla Beach",12366
0.754414,0.413849,0.769697,4564,36397.52381,0.104404,0.874101,0.429952,0.1562,0.815182,"Coes Creek",30388
0.762533,0.365079,0.733161,2367,47614.66667,0.141141,0.874302,0.335979,0.298942,0.798387,"Valley Heights",12367
0.498005,0.273817,0.737489,6216,24630.96943,0.162785,0.900274,0.678215,0.047968,0.0,"Elizabeth Park",40179
0.568773,0.324528,0.594406,2371,27054.38298,0.084166,0.678571,0.486792,0.188679,0.61811,"Verona",12371
0.726815,0.197298,0.721197,2381,48177.00763,0.181793,0.90299,0.259189,0.543512,0.809958,"Waitara",12381
0.0,0.410526,0.0,2382,38659.11111,0.0,0.0,0.515789,0.073684,0.0,"Wakefield",12382
0.354212,0.177297,0.368464,2372,18399.85185,0.11808,0.486544,0.744505,0.078198,0.43074,"Villawood",12372
0.625621,0.255841,0.570444,2383,31606.4022,0.240389,0.810833,0.613941,0.130218,0.687893,"Wakeley",12383
0.700375,0.324528,0.733945,2384,29618.58824,0.146652,0.880597,0.645283,0.030189,0.809917,"Wakool",12384
0.779468,0.217946,0.785486,3686,48963.65217,0.108071,0.893557,0.294026,0.488029,0.839216,"Ormond",21057
0.618169,0.348506,0.69494,2373,38200.5,0.074031,0.768971,0.406828,0.244666,0.728639,"Vincentia",12373
0.686767,0.355705,0.63806,2374,40297.36709,0.221529,0.859589,0.538591,0.105705,0.754011,"Vineyard",12374
0.0,0.0,0.0,2375,0.0,0.0,0.0,0.0,0.0,0.0,"Violet Hill",12375
0.715134,0.402985,0.716867,2390,40805.14286,0.092949,0.809816,0.370149,0.226866,0.761329,"Wallabi Point",12390
0.727915,0.263345,0.731343,3687,33471.40426,0.132293,0.863636,0.597865,0.13879,0.796992,"Orrvale",21058
0.824934,0.306366,0.775068,2376,58864.66667,0.173857,0.948925,0.311671,0.381963,0.861976,"Voyager Point",12376
0.0,0.25,0.0,2385,25051.44828,0.0,0.0,0.607143,0.142857,0.0,"Walbundrie",12385
0.749201,0.3312,0.724541,2386,32320.54902,0.147834,0.872375,0.5376,0.1312,0.799836,"Walcha",12386
0.635745,0.250426,0.669276,2387,34374.27737,0.100922,0.770197,0.62862,0.120954,0.721388,"Walgett",12387
0.752621,0.327083,0.75,2388,34984.06557,0.125519,0.875519,0.535417,0.1375,0.813043,"Walla Walla",12388
0.0,0.357664,0.0,2389,28208.86957,0.0,0.0,0.605839,0.036496,0.0,"Wallabadah",12389
0.760252,0.386653,0.744541,2391,40166.75,0.134844,0.879386,0.5,0.113347,0.81161,"Wallacia",12391
0.545788,0.365672,0.6,2392,22712.44444,0.04,0.64,0.485075,0.149254,0.620155,"Wallaga Lake",12392
0.715254,0.39661,0.653333,2393,37884.36364,0.159616,0.81295,0.318644,0.284746,0.734483,"Wallagoot",12393
0.0,0.417323,0.0,2395,39657.09091,0.0,0.0,0.456693,0.125984,0.0,"Wallamore",12395
0.616438,0.362791,0.681818,2396,32110.96296,0.081623,0.763441,0.544186,0.093023,0.719212,"Wallarah",12396
0.0,0.393064,0.0,2397,41873.0,0.0,0.0,0.456647,0.150289,0.0,"Wallarobba",12397
0.795082,0.342541,0.797814,2398,53392.44444,0.065822,0.863636,0.339779,0.31768,0.831461,"Wallaroo (NSW)",12398
0.0,0.291139,0.0,2399,35109.90476,0.0,0.0,0.544304,0.164557,0.0,"Wallendbeen",12399
0.656064,0.350649,0.675325,2400,33794.42857,0.109799,0.785124,0.58042,0.068931,0.731013,"Wallerawang",12400
0.738475,0.281153,0.737489,6107,41512.50512,0.162785,0.900274,0.396452,0.322395,0.0,"Broadview",40070
0.668203,0.344307,0.663449,2401,36718.97171,0.13095,0.794399,0.488868,0.166826,0.727303,"Wallsend",12401
0.766313,0.400849,0.766949,2402,47048.26247,0.123182,0.890132,0.345361,0.25379,0.825347,"Wamberal",12402
0.799197,0.297405,0.801636,2403,70529.52174,0.10075,0.902386,0.284431,0.418164,0.850105,"Wamboin",12403
0.0,0.215686,0.0,2404,27248.0,0.0,0.0,0.637255,0.147059,0.0,"Wanaaring",12404
0.637097,0.42,0.686957,2405,35698.0,0.114845,0.801802,0.5,0.08,0.736607,"Wandandian",12405
0.0,0.341176,0.0,2406,18148.0,0.0,0.0,0.482353,0.176471,0.0,"Wandella (NSW)",12406
0.653772,0.354528,0.704641,2412,27898.0,0.050006,0.754647,0.554913,0.090559,0.728713,"Wardell",12412
0.0,0.309091,0.0,2413,20574.66667,0.0,0.0,0.563636,0.127273,0.0,"Wards River",12413
0.548356,0.32671,0.545701,2417,27748.0,0.17757,0.72327,0.615635,0.057655,0.632898,"Warilla",12417
0.605509,0.353918,0.595335,2432,32021.6,0.221533,0.816867,0.564608,0.081474,0.69697,"Watanobbi",12432
0.731995,0.37992,0.719072,2418,41703.01355,0.130721,0.849793,0.414458,0.205622,0.780165,"Warners Bay",12418
0.73064,0.464164,0.735294,2419,40948.0,0.109776,0.84507,0.464164,0.071672,0.783394,"Warnervale",12419
0.0,0.344828,0.0,2420,28279.03448,0.0,0.0,0.465517,0.189655,0.0,"Warraderry",12420
0.822642,0.466165,0.796992,2433,47119.42857,0.134826,0.931818,0.349624,0.184211,0.864865,"Waterfall",12433
0.712803,0.255196,0.737489,6108,42748.0,0.162785,0.900274,0.411085,0.333718,0.0,"Brompton",40071
0.713841,0.358814,0.677419,2421,39835.05882,0.221571,0.89899,0.581903,0.059282,0.787129,"Warragamba",12421
0.802691,0.408889,0.769912,2422,43628.0,0.123292,0.893204,0.444444,0.146667,0.836364,"Warral",12422
0.581374,0.191165,0.689301,2434,46374.21564,0.089588,0.77889,0.456505,0.352329,0.738104,"Waterloo (NSW)",12434
0.69588,0.213351,0.664456,2423,68786.09524,0.232603,0.897059,0.227749,0.558901,0.774216,"Warrawee",12423
